,dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
167,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.1741480827331543,13.386319398880005,DCRNN
171,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5186423063278198,2.8365464210510254,DCRNN
175,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.2065951824188232,13.841939449310305,DCRNN
179,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.4800083637237549,3.291189670562744,DCRNN
183,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.0812121629714966,21.10212469100952,DCRNN
187,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5882785320281982,3.39253044128418,DCRNN
191,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.166751265525818,18.78028631210327,DCRNN
195,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.429394245147705,2.953249454498291,DCRNN
199,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.2969380617141724,17.508493423461914,DCRNN
203,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.6660432815551758,2.843934297561645,DCRNN
207,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.175205945968628,21.58421301841736,DCRNN
211,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5350711345672607,3.126365423202514,DCRNN
215,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.1830459833145142,21.85508942604065,DCRNN
